t_train_id,t_train_type,t_train_name
0,0,1096
1,0,1134
2,0,1136
3,0,1148
4,0,1150
5,0,1152
6,0,1154
7,0,1228
8,0,1303
9,0,1304
10,0,1456
11,0,1458
12,0,1461
13,0,1462
14,0,1485
15,0,1486
16,0,1487
17,0,1488
18,0,1551
19,0,1552
20,0,1801
21,0,1802
22,0,1818
23,0,1820
24,0,1881
25,0,1882
26,0,2011
27,0,2012
28,0,2051
29,0,2052
30,0,2061
31,0,2062
32,0,2065
33,0,2066
34,0,2071
35,0,2073
36,0,2083
37,0,2084
38,0,2123
39,0,2124
40,0,2150
41,0,2152
42,0,2167
43,0,2168
44,0,2207
45,0,2209
46,0,2257
47,0,2258
48,0,2462
49,0,2464
50,0,2549
51,0,2550
52,0,2559
53,0,2560
54,0,2589
55,0,2591
56,0,2602
57,0,2604
58,0,2614
59,0,2616
60,0,2621
61,0,2622
62,0,2623
63,0,2624
64,0,2635
65,0,2636
66,0,2667
67,0,2668
68,0,2671
69,0,2672
70,0,2673
71,0,2674
72,0,2675
73,0,2676
74,0,2686
75,0,2688
76,0,2701
77,0,2702
78,0,2727
79,0,2728
80,0,4031
81,0,4032
82,0,4043
83,0,4044
84,0,4045
85,0,4046
86,0,4059
87,0,4060
88,0,4071
89,0,4072
90,0,4081
91,0,4082
92,0,4083
93,0,4084
94,0,4085
95,0,4086
96,0,4095
97,0,4096
98,0,4133
99,0,4134
100,0,4135
101,0,4136
102,0,4161
103,0,4162
104,0,4171
105,0,4172
106,0,4173
107,0,4174
108,0,4182
109,0,4184
110,0,4187
111,0,4188
112,0,4189
113,0,4190
114,0,4191
115,0,4192
116,0,4215
117,0,4216
118,0,4223
119,0,4224
120,0,4229
121,0,4230
122,0,4245
123,0,4246
124,0,4247
125,0,4255
126,0,4256
127,0,4289
128,0,4290
129,0,4301
130,0,4302
131,0,4305
132,0,4306
133,0,4309
134,0,4310
135,0,4315
136,0,4316
137,0,4318
138,0,4320
139,0,4321
140,0,4322
141,0,4325
142,0,4326
143,0,4327
144,0,4328
145,0,4330
146,0,4343
147,0,4344
148,0,4345
149,0,4346
150,0,4347
151,0,4348
152,0,4355
153,0,4357
154,0,4368
155,0,4370
156,0,4372
157,0,4374
158,0,4375
159,0,4377
160,0,4415
161,0,4416
162,0,4464
163,0,4465
164,0,4466
165,0,4471
166,0,4473
167,0,4481
168,0,4482
169,0,4611
170,0,4612
171,0,4615
172,0,4616
173,0,4627
174,0,4628
175,0,4629
176,0,4630
177,0,4635
178,0,4636
179,0,4641
180,0,4642
181,0,4643
182,0,4652
183,0,4654
184,0,4706
185,0,4708
186,0,4717
187,0,4718
188,0,4720
189,0,4732
190,0,4734
191,0,4741
192,0,4742
193,0,4744
194,0,4746
195,0,4811
196,0,4812
197,0,5005
198,0,5006
199,0,5007
200,0,5008
201,0,5014
202,0,5018
203,0,5020
204,0,5022
205,0,5024
206,0,5026
207,0,5028
208,0,5036
209,0,5038
210,0,5040
211,0,5042
212,0,5045
213,0,5046
214,0,5365
215,0,5366
216,0,5505
217,0,5506
218,0,5511
219,0,5512
220,0,5517
221,0,5518
222,0,5538
223,0,5540
224,0,5609
225,0,5610
226,0,5611
227,0,5612
228,0,5619
229,0,5620
230,0,5629
231,0,5630
232,0,5633
233,0,5634
234,0,5635
235,0,5636
236,0,5639
237,0,5640
238,0,5645
239,0,5647
240,0,5801
241,0,5802
242,0,5809
243,0,5810
244,0,5818
245,0,5820
246,0,6003
247,0,6004
248,0,6021
249,0,6022
250,0,6025
251,0,6026
252,0,6029
253,0,6030
254,0,6031
255,0,6032
256,0,6034
257,0,6035
258,0,6036
259,0,6039
260,0,6041
261,0,6043
262,0,6044
263,0,6045
264,0,6046
265,0,6055
266,0,6056
267,0,6061
268,0,6062
269,0,6063
270,0,6064
271,0,6065
272,0,6066
273,0,6072
274,0,6074
275,0,6087
276,0,6161
277,0,6162
278,0,6215
279,0,6216
280,0,6223
281,0,6224
282,0,6225
283,0,6226
284,0,6231
285,0,6232
286,0,6233
287,0,6234
288,0,6238
289,0,6240
290,0,6245
291,0,6246
292,0,6251
293,0,6252
294,0,6253
295,0,6254
296,0,6257
297,0,6258
298,0,6259
299,0,6260
300,0,6261
301,0,6262
302,0,6263
303,0,6264
304,0,6265
305,0,6266
306,0,6268
307,0,6270
308,0,6272
309,0,6274
310,0,6275
311,0,6276
312,0,6277
313,0,6278
314,0,6279
315,0,6280
316,0,6282
317,0,6284
318,0,6286
319,0,6288
320,0,6291
321,0,6292
322,0,6335
323,0,6336
324,0,6337
325,0,6338
326,0,6345
327,0,6346
328,0,6361
329,0,6362
330,0,6363
331,0,6364
332,0,6365
333,0,6366
334,0,6397
335,0,6398
336,0,6419
337,0,6420
338,0,6423
339,0,6424
340,0,6433
341,0,6434
342,0,6436
343,0,6437
344,0,6452
345,0,6455
346,0,6456
347,0,6601
348,0,6602
349,0,6801
350,0,6802
351,0,6805
352,0,6815
353,0,6816
354,0,6817
355,0,6818
356,0,6819
357,0,6820
358,0,6821
359,0,6822
360,0,6823
361,0,6833
362,0,6845
363,0,6849
364,0,6850
365,0,6851
366,0,6852
367,0,6853
368,0,6854
369,0,6856
370,0,6858
371,0,6905
372,0,6907
373,0,6918
374,0,6920
375,0,6953
376,0,6955
377,0,6967
378,0,6968
379,0,7001
380,0,7003
381,0,7005
382,0,7006
383,0,7007
384,0,7008
385,0,7053
386,0,7054
387,0,7265
388,0,7266
389,0,7267
390,0,7269
391,0,7270
392,0,7273
393,0,7274
394,0,7275
395,0,7452
396,0,7454
397,0,7501
398,0,7502
399,0,7503
400,0,7504
401,0,7505
402,0,7506
403,0,7507
404,0,7508
405,0,7510
406,0,7511
407,0,7513
408,0,7515
409,0,7516
410,0,7519
411,0,7520
412,0,7524
413,0,7529
414,0,7530
415,0,7531
416,0,7532
417,0,7535
418,0,7537
419,0,7556
420,0,7558
421,0,7565
422,0,7566
423,C,C1001
424,C,C1002
425,C,C1003
426,C,C1004
427,C,C1005
428,C,C1006
429,C,C1007
430,C,C1008
431,C,C1009
432,C,C1010
433,C,C1011
434,C,C1012
435,C,C1013
436,C,C1014
437,C,C1015
438,C,C1016
439,C,C1017
440,C,C1018
441,C,C1019
442,C,C1020
443,C,C1021
444,C,C1022
445,C,C1023
446,C,C1024
447,C,C1025
448,C,C1026
449,C,C1027
450,C,C1028
451,C,C1029
452,C,C1030
453,C,C1031
454,C,C1032
455,C,C1034
456,C,C1037
457,C,C1041
458,C,C1042
459,C,C1043
460,C,C1044
461,C,C1201
462,C,C1202
463,C,C1203
464,C,C1204
465,C,C1205
466,C,C1206
467,C,C1207
468,C,C1208
469,C,C1209
470,C,C1210
471,C,C1211
472,C,C1212
473,C,C1213
474,C,C1214
475,C,C1215
476,C,C1216
477,C,C1217
478,C,C1218
479,C,C1219
480,C,C1220
481,C,C1221
482,C,C1222
483,C,C1223
484,C,C1224
485,C,C1225
486,C,C1226
487,C,C1227
488,C,C1228
489,C,C1229
490,C,C1230
491,C,C1231
492,C,C1232
493,C,C1233
494,C,C1234
495,C,C1235
496,C,C1236
497,C,C1238
498,C,C1241
499,C,C1242
500,C,C1243
501,C,C1244
502,C,C1245
503,C,C1246
504,C,C1247
505,C,C1248
506,C,C2001
507,C,C2002
508,C,C2003
509,C,C2004
510,C,C2005
511,C,C2006
512,C,C2007
513,C,C2008
514,C,C2009
515,C,C2010
516,C,C2011
517,C,C2012
518,C,C2013
519,C,C2014
520,C,C2015
521,C,C2016
522,C,C2017
523,C,C2018
524,C,C2019
525,C,C2020
526,C,C2021
527,C,C2022
528,C,C2023
529,C,C2024
530,C,C2025
531,C,C2026
532,C,C2027
533,C,C2028
534,C,C2029
535,C,C2030
536,C,C2031
537,C,C2032
538,C,C2033
539,C,C2034
540,C,C2035
541,C,C2036
542,C,C2037
543,C,C2038
544,C,C2039
545,C,C2040
546,C,C2041
547,C,C2042
548,C,C2043
549,C,C2044
550,C,C2045
551,C,C2046
552,C,C2047
553,C,C2048
554,C,C2049
555,C,C2050
556,C,C2051
557,C,C2052
558,C,C2053
559,C,C2054
560,C,C2055
561,C,C2056
562,C,C2057
563,C,C2058
564,C,C2059
565,C,C2060
566,C,C2061
567,C,C2062
568,C,C2063
569,C,C2064
570,C,C2065
571,C,C2066
572,C,C2067
573,C,C2068
574,C,C2069
575,C,C2070
576,C,C2071
577,C,C2072
578,C,C2073
579,C,C2074
580,C,C2075
581,C,C2076
582,C,C2077
583,C,C2078
584,C,C2079
585,C,C2080
586,C,C2081
587,C,C2082
588,C,C2083
589,C,C2084
590,C,C2085
591,C,C2086
592,C,C2087
593,C,C2088
594,C,C2089
595,C,C2090
596,C,C2091
597,C,C2092
598,C,C2093
599,C,C2094
600,C,C2095
601,C,C2096
602,C,C2097
603,C,C2098
604,C,C2099
605,C,C2100
606,C,C2101
607,C,C2102
608,C,C2103
609,C,C2104
610,C,C2105
611,C,C2106
612,C,C2107
613,C,C2108
614,C,C2201
615,C,C2202
616,C,C2203
617,C,C2204
618,C,C2205
619,C,C2206
620,C,C2207
621,C,C2208
622,C,C2209
623,C,C2210
624,C,C2211
625,C,C2212
626,C,C2213
627,C,C2214
628,C,C2215
629,C,C2216
630,C,C2217
631,C,C2218
632,C,C2219
633,C,C2220
634,C,C2221
635,C,C2222
636,C,C2223
637,C,C2224
638,C,C2225
639,C,C2226
640,C,C2227
641,C,C2228
642,C,C2229
643,C,C2230
644,C,C2231
645,C,C2232
646,C,C2233
647,C,C2234
648,C,C2235
649,C,C2236
650,C,C2237
651,C,C2238
652,C,C2239
653,C,C2240
654,C,C2241
655,C,C2242
656,C,C2243
657,C,C2244
658,C,C2245
659,C,C2246
660,C,C2301
661,C,C2302
662,C,C2303
663,C,C2304
664,C,C2305
665,C,C2306
666,C,C2307
667,C,C2308
668,C,C2309
669,C,C2581
670,C,C2582
671,C,C2583
672,C,C2584
673,C,C2585
674,C,C2586
675,C,C2587
676,C,C2588
677,C,C2589
678,C,C2590
679,C,C2591
680,C,C2592
681,C,C2593
682,C,C2594
683,C,C2596
684,C,C2611
685,C,C2612
686,C,C2613
687,C,C2614
688,C,C2615
689,C,C2616
690,C,C2801
691,C,C2802
692,C,C2803
693,C,C2804
694,C,C2805
695,C,C2806
696,C,C2807
697,C,C2808
698,C,C2809
699,C,C2881
700,C,C2882
701,C,C2883
702,C,C2884
703,C,C2885
704,C,C2886
705,C,C2887
706,C,C2888
707,C,C2889
708,C,C2890
709,C,C2891
710,C,C2892
711,C,C2893
712,C,C2894
713,C,C2895
714,C,C2896
715,C,C2900
716,C,C2901
717,C,C2903
718,C,C2905
719,C,C2906
720,C,C2907
721,C,C2908
722,C,C2909
723,C,C2911
724,C,C2913
725,C,C2914
726,C,C2915
727,C,C2921
728,C,C2922
729,C,C2923
730,C,C2924
731,C,C2925
732,C,C2926
733,C,C2927
734,C,C2928
735,C,C2930
736,C,C2951
737,C,C2952
738,C,C2961
739,C,C2962
740,C,C2963
741,C,C2964
742,C,C2965
743,C,C2966
744,C,C2967
745,C,C2968
746,C,C2969
747,C,C2970
748,C,C2971
749,C,C2972
750,C,C2973
751,C,C2974
752,C,C2975
753,C,C2976
754,C,C5001
755,C,C5002
756,C,C5005
757,C,C5006
758,C,C5007
759,C,C5008
760,C,C5011
761,C,C5012
762,C,C5013
763,C,C5014
764,C,C5017
765,C,C5018
766,C,C5019
767,C,C5020
768,C,C6101
769,C,C6102
770,C,C6103
771,C,C6104
772,C,C6105
773,C,C6106
774,C,C6107
775,C,C6108
776,C,C6109
777,C,C6110
778,C,C6111
779,C,C6112
780,C,C6113
781,C,C6114
782,C,C6115
783,C,C6116
784,C,C6117
785,C,C6118
786,C,C6119
787,C,C6120
788,C,C6121
789,C,C6122
790,C,C6123
791,C,C6124
792,C,C6127
793,C,C6128
794,C,C6129
795,C,C6130
796,C,C6131
797,C,C6132
798,C,C6133
799,C,C6134
800,C,C6135
801,C,C6136
802,C,C6137
803,C,C6138
804,C,C6139
805,C,C6140
806,C,C6141
807,C,C6142
808,C,C6143
809,C,C6144
810,C,C6145
811,C,C6146
812,C,C6152
813,C,C6153
814,C,C6154
815,C,C6155
816,C,C6156
817,C,C6157
818,C,C6158
819,C,C6160
820,C,C6181
821,C,C6182
822,C,C6183
823,C,C6184
824,C,C6185
825,C,C6186
826,C,C6202
827,C,C6209
828,C,C6211
829,C,C6213
830,C,C6214
831,C,C6215
832,C,C6216
833,C,C6217
834,C,C6218
835,C,C6219
836,C,C6220
837,C,C6221
838,C,C6222
839,C,C6224
840,C,C6251
841,C,C6252
842,C,C6253
843,C,C6254
844,C,C6255
845,C,C6256
846,C,C6257
847,C,C6258
848,C,C6259
849,C,C6260
850,C,C6261
851,C,C6264
852,C,C6265
853,C,C6266
854,C,C6267
855,C,C6268
856,C,C6269
857,C,C6270
858,C,C6271
859,C,C6272
860,C,C6301
861,C,C6302
862,C,C6303
863,C,C6304
864,C,C6305
865,C,C6306
866,C,C6307
867,C,C6308
868,C,C6309
869,C,C6310
870,C,C6311
871,C,C6312
872,C,C6313
873,C,C6314
874,C,C6315
875,C,C6316
876,C,C6361
877,C,C6362
878,C,C6363
879,C,C6364
880,C,C6365
881,C,C6366
882,C,C6367
883,C,C6368
884,C,C6801
885,C,C6802
886,C,C6803
887,C,C6804
888,C,C6805
889,C,C6806
890,C,C6807
891,C,C6808
892,C,C6809
893,C,C6810
894,C,C6811
895,C,C6812
896,C,C6813
897,C,C6814
898,C,C6815
899,C,C6816
900,C,C6817
901,C,C6818
902,C,C6819
903,C,C6820
904,C,C6821
905,C,C6822
906,C,C6823
907,C,C6824
908,C,C6851
909,C,C6852
910,C,C6853
911,C,C6854
912,C,C6855
913,C,C6856
914,C,C6857
915,C,C6858
916,C,C6859
917,C,C6860
918,C,C6861
919,C,C6862
920,C,C6863
921,C,C6864
922,C,C6865
923,C,C6866
924,C,C6867
925,C,C6868
926,C,C6869
927,C,C6870
928,C,C7601
929,C,C7602
930,C,C7603
931,C,C7605
932,C,C7606
933,C,C7608
934,C,C7609
935,C,C7610
936,C,C7611
937,C,C7612
938,C,C7615
939,C,C7616
940,C,C7617
941,C,C7618
942,C,C7619
943,C,C7621
944,C,C7622
945,C,C7624
946,C,C7625
947,C,C7626
948,C,C7627
949,C,C7628
950,C,C7630
951,C,C7631
952,C,C7633
953,C,C7634
954,C,C7635
955,C,C7637
956,C,C7638
957,C,C7639
958,C,C7640
959,C,C7642
960,C,C7643
961,C,C7644
962,C,C7646
963,C,C7647
964,C,C7649
965,C,C7650
966,C,C7651
967,C,C7653
968,C,C7654
969,C,C7655
970,C,C7656
971,C,C7658
972,C,C7659
973,C,C7660
974,C,C7662
975,C,C7663
976,C,C7665
977,C,C7666
978,C,C7667
979,C,C7669
980,C,C7670
981,C,C7671
982,C,C7672
983,C,C7674
984,C,C7675
985,C,C7676
986,C,C7678
987,C,C7679
988,C,C7681
989,C,C7682
990,C,C7683
991,C,C7686
992,C,C7687
993,C,C7688
994,C,C7701
995,C,C7702
996,C,C7704
997,C,C7705
998,C,C7707
999,C,C7708
1000,C,C7709
1001,C,C7710
1002,C,C7712
1003,C,C7713
1004,C,C7715
1005,C,C7716
1006,C,C7717
1007,C,C7718
1008,C,C7720
1009,C,C7721
1010,C,C7723
1011,C,C7724
1012,C,C7725
1013,C,C7726
1014,C,C7728
1015,C,C7729
1016,C,C7731
1017,C,C7732
1018,C,C7733
1019,C,C7734
1020,C,C7736
1021,C,C7737
1022,C,C7739
1023,C,C7740
1024,C,C7741
1025,C,C7742
1026,C,C7744
1027,C,C7745
1028,C,C7747
1029,C,C7748
1030,C,C7749
1031,C,C7750
1032,C,C7752
1033,C,C7901
1034,C,C7902
1035,C,C7903
1036,C,C7906
1037,C,C7907
1038,C,C7908
1039,C,C7909
1040,C,C7910
1041,C,C7911
1042,C,C7914
1043,C,C7915
1044,C,C7916
1045,C,C7917
1046,C,C7918
1047,C,C7919
1048,C,C7922
1049,C,C7923
1050,C,C7924
1051,C,C7925
1052,C,C7926
1053,C,C7927
1054,C,C7930
1055,C,C7931
1056,C,C7932
1057,C,C7933
1058,C,C7934
1059,C,C7935
1060,C,C7938
1061,C,C7939
1062,C,C7940
1063,C,C7941
1064,C,C7942
1065,C,C7943
1066,C,C7946
1067,C,C7947
1068,C,C8501
1069,C,C8502
1070,C,C8503
1071,C,C8504
1072,C,C8505
1073,C,C8506
1074,C,C8507
1075,C,C8508
1076,C,C8509
1077,C,C8510
1078,C,C8511
1079,C,C8512
1080,C,C8513
1081,C,C8514
1082,C,C8515
1083,C,C8516
1084,C,C8517
1085,C,C8518
1086,C,C8519
1087,C,C8520
1088,C,C8521
1089,C,C8522
1090,C,C8523
1091,C,C8524
1092,C,C8525
1093,C,C8526
1094,C,C8527
1095,C,C8528
1096,C,C8529
1097,C,C8530
1098,C,C8531
1099,C,C8532
1100,C,C8533
1101,C,C8534
1102,C,C8601
1103,C,C8602
1104,C,C8603
1105,C,C8604
1106,C,C8605
1107,C,C8606
1108,C,C8607
1109,C,C8608
1110,C,C8609
1111,C,C8610
1112,D,D1
1113,D,D10
1114,D,D101
1115,D,D102
1116,D,D11
1117,D,D112
1118,D,D114
1119,D,D116
1120,D,D118
1121,D,D12
1122,D,D13
1123,D,D14
1124,D,D15
1125,D,D16
1126,D,D17
1127,D,D18
1128,D,D19
1129,D,D2
1130,D,D20
1131,D,D2001
1132,D,D2003
1133,D,D2005
1134,D,D2007
1135,D,D2008
1136,D,D201
1137,D,D202
1138,D,D2021
1139,D,D203
1140,D,D204
1141,D,D205
1142,D,D206
1143,D,D207
1144,D,D208
1145,D,D21
1146,D,D211
1147,D,D212
1148,D,D22
1149,D,D2202
1150,D,D2206
1151,D,D2208
1152,D,D2212
1153,D,D2214
1154,D,D2216
1155,D,D2218
1156,D,D2222
1157,D,D2224
1158,D,D2226
1159,D,D2228
1160,D,D2232
1161,D,D2234
1162,D,D2236
1163,D,D2238
1164,D,D2242
1165,D,D2244
1166,D,D2246
1167,D,D2248
1168,D,D2251
1169,D,D2252
1170,D,D2255
1171,D,D2256
1172,D,D2259
1173,D,D2262
1174,D,D2264
1175,D,D2265
1176,D,D2266
1177,D,D2268
1178,D,D2270
1179,D,D2276
1180,D,D2278
1181,D,D2281
1182,D,D2283
1183,D,D2285
1184,D,D2286
1185,D,D2287
1186,D,D2288
1187,D,D2293
1188,D,D2294
1189,D,D2295
1190,D,D2296
1191,D,D2297
1192,D,D2298
1193,D,D23
1194,D,D2301
1195,D,D2304
1196,D,D2306
1197,D,D2307
1198,D,D2308
1199,D,D2309
1200,D,D2310
1201,D,D2311
1202,D,D2312
1203,D,D2313
1204,D,D2314
1205,D,D2315
1206,D,D2318
1207,D,D2319
1208,D,D2320
1209,D,D2321
1210,D,D2322
1211,D,D2323
1212,D,D2324
1213,D,D2325
1214,D,D2326
1215,D,D2327
1216,D,D2328
1217,D,D2329
1218,D,D2330
1219,D,D2331
1220,D,D2332
1221,D,D2341
1222,D,D2342
1223,D,D2343
1224,D,D2344
1225,D,D2345
1226,D,D2346
1227,D,D2349
1228,D,D2350
1229,D,D2351
1230,D,D2352
1231,D,D2353
1232,D,D2354
1233,D,D2355
1234,D,D2356
1235,D,D2357
1236,D,D2358
1237,D,D2361
1238,D,D2362
1239,D,D2363
1240,D,D2364
1241,D,D2367
1242,D,D2368
1243,D,D2371
1244,D,D2372
1245,D,D2373
1246,D,D2374
1247,D,D24
1248,D,D25
1249,D,D26
1250,D,D2602
1251,D,D2604
1252,D,D2606
1253,D,D2608
1254,D,D27
1255,D,D2701
1256,D,D2703
1257,D,D2704
1258,D,D2705
1259,D,D2706
1260,D,D2707
1261,D,D2708
1262,D,D2711
1263,D,D2712
1264,D,D2714
1265,D,D2719
1266,D,D2720
1267,D,D2721
1268,D,D2722
1269,D,D2723
1270,D,D2724
1271,D,D2725
1272,D,D2731
1273,D,D2732
1274,D,D2733
1275,D,D2734
1276,D,D2735
1277,D,D2736
1278,D,D2741
1279,D,D2742
1280,D,D2743
1281,D,D2744
1282,D,D2745
1283,D,D2746
1284,D,D2747
1285,D,D2748
1286,D,D2749
1287,D,D2750
1288,D,D2751
1289,D,D2752
1290,D,D2753
1291,D,D2754
1292,D,D2755
1293,D,D2756
1294,D,D2757
1295,D,D2758
1296,D,D2781
1297,D,D2782
1298,D,D28
1299,D,D2803
1300,D,D2804
1301,D,D2805
1302,D,D2806
1303,D,D2807
1304,D,D2808
1305,D,D2809
1306,D,D2810
1307,D,D2811
1308,D,D2812
1309,D,D2813
1310,D,D2814
1311,D,D2815
1312,D,D2816
1313,D,D2817
1314,D,D2818
1315,D,D2819
1316,D,D2820
1317,D,D2821
1318,D,D2822
1319,D,D2823
1320,D,D2825
1321,D,D2826
1322,D,D2827
1323,D,D2828
1324,D,D2829
1325,D,D2830
1326,D,D2831
1327,D,D2832
1328,D,D2833
1329,D,D2834
1330,D,D2835
1331,D,D2836
1332,D,D2837
1333,D,D2838
1334,D,D2840
1335,D,D2841
1336,D,D2842
1337,D,D2843
1338,D,D2844
1339,D,D2877
1340,D,D2879
1341,D,D29
1342,D,D295
1343,D,D2959
1344,D,D296
1345,D,D2961
1346,D,D2962
1347,D,D2963
1348,D,D2964
1349,D,D2965
1350,D,D2967
1351,D,D2968
1352,D,D2969
1353,D,D2970
1354,D,D2971
1355,D,D2972
1356,D,D2973
1357,D,D2974
1358,D,D2975
1359,D,D2976
1360,D,D2977
1361,D,D2979
1362,D,D2980
1363,D,D2982
1364,D,D2992
1365,D,D2994
1366,D,D2995
1367,D,D2997
1368,D,D3
1369,D,D30
1370,D,D3002
1371,D,D3006
1372,D,D3010
1373,D,D3012
1374,D,D3014
1375,D,D3016
1376,D,D3022
1377,D,D3026
1378,D,D3032
1379,D,D3034
1380,D,D3042
1381,D,D3044
1382,D,D3046
1383,D,D3048
1384,D,D3052
1385,D,D3054
1386,D,D3056
1387,D,D3058
1388,D,D3064
1389,D,D3068
1390,D,D3070
1391,D,D3072
1392,D,D3074
1393,D,D3077
1394,D,D3078
1395,D,D3081
1396,D,D3082
1397,D,D3086
1398,D,D3090
1399,D,D3094
1400,D,D31
1401,D,D3101
1402,D,D3102
1403,D,D3103
1404,D,D3104
1405,D,D3109
1406,D,D311
1407,D,D3110
1408,D,D3111
1409,D,D3112
1410,D,D312
1411,D,D3125
1412,D,D313
1413,D,D3131
1414,D,D3135
1415,D,D314
1416,D,D3141
1417,D,D3145
1418,D,D3147
1419,D,D3152
1420,D,D3156
1421,D,D3158
1422,D,D3201
1423,D,D3205
1424,D,D3207
1425,D,D321
1426,D,D3211
1427,D,D3212
1428,D,D3215
1429,D,D3217
1430,D,D3218
1431,D,D3219
1432,D,D322
1433,D,D3220
1434,D,D3222
1435,D,D3223
